Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 40490 - 49999,,,,,
,BESS REPORTS,CODE RANGES,,,
,TOTAL,,"21,009","$16,342,331.12 ","$12,964,916.40 "
44010,80'S,,142,"$11,659.08 ","$9,327.32 "
,OTHER,,603,"$305,048.84 ","$242,277.66 "
,TOTAL,,745,"$316,707.92 ","$251,604.98 "
44015,80'S,,"1,062","$24,497.01 ","$19,492.28 "
,OTHER,,"7,595","$1,056,137.11 ","$838,617.93 "
,TOTAL,,"8,657","$1,080,634.12 ","$858,110.21 "
44020,80'S,,168,"$18,231.57 ","$14,500.58 "
,OTHER,,994,"$654,259.34 ","$519,962.37 "
,TOTAL,,"1,162","$672,490.91 ","$534,462.95 "
44021,80'S,,124,"$12,025.03 ","$9,519.39 "
,OTHER,,960,"$558,714.79 ","$445,451.92 "
,TOTAL,,"1,084","$570,739.82 ","$454,971.31 "
44025,80'S,,94,"$10,060.74 ","$8,048.56 "
,OTHER,,561,"$359,244.28 ","$284,521.59 "
,TOTAL,,655,"$369,305.02 ","$292,570.15 "
44050,80'S,,477,"$49,538.33 ","$39,062.99 "
,OTHER,,"2,710","$1,699,609.74 ","$1,350,931.30 "
,TOTAL,,"3,187","$1,749,148.07 ","$1,389,994.29 "
44055,80'S,,44,"$8,654.87 ","$6,923.91 "
,OTHER,,309,"$365,493.20 ","$289,444.36 "
,TOTAL,,353,"$374,148.07 ","$296,368.27 "
44100,SG,,2,$653.51 ,$470.01 
,OTHER,,526,"$30,730.19 ","$24,424.63 "
,TOTAL,,528,"$31,383.70 ","$24,894.64 "
44110,80'S,,295,"$22,715.66 ","$18,084.44 "
,OTHER,,"1,593","$773,318.13 ","$614,040.83 "
,TOTAL,,"1,888","$796,033.79 ","$632,125.27 "
44111,80'S,,52,"$4,760.37 ","$3,808.29 "
,OTHER,,238,"$138,495.19 ","$109,664.30 "
,TOTAL,,290,"$143,255.56 ","$113,472.59 "
44120,80'S,,"6,038","$843,003.69 ","$669,920.77 "
,OTHER,,"32,386","$27,369,534.53 ","$21,766,335.88 "
,TOTAL,,"38,424","$28,212,538.22 ","$22,436,256.65 "
44121,80'S,,583,"$23,236.87 ","$18,436.17 "
,OTHER,,"3,001","$711,717.18 ","$566,837.88 "
,TOTAL,,"3,584","$734,954.05 ","$585,274.05 "
44125,80'S,,235,"$34,228.17 ","$27,198.13 "
,OTHER,,"1,270","$1,094,011.52 ","$868,907.05 "
,TOTAL,,"1,505","$1,128,239.69 ","$896,105.18 "
44126,80'S,,11,"$3,620.57 ","$2,896.45 "
,OTHER,,82,"$152,456.73 ","$121,789.43 "
,TOTAL,,93,"$156,077.30 ","$124,685.88 "
44127,80'S,,3,"$1,064.47 ",$851.57 
,OTHER,,9,"$21,780.13 ","$17,424.11 "
,TOTAL,,12,"$22,844.60 ","$18,275.68 "
44128,80'S,,1,$40.35 ,$32.28 
,OTHER,,5,"$1,216.54 ",$973.24 
,TOTAL,,6,"$1,256.89 ","$1,005.52 "
44130,80'S,,557,"$63,468.50 ","$50,573.48 "
,OTHER,,"2,668","$1,857,818.00 ","$1,479,272.64 "
,TOTAL,,"3,225","$1,921,286.50 ","$1,529,846.12 "
44135,80'S,,5,"$1,036.30 ",$829.05 
,OTHER,,12,"$27,391.58 ","$21,913.29 "
,TOTAL,,17,"$28,427.88 ","$22,742.34 "
44137,80'S,,1,"$5,186.18 ","$4,148.94 "
,TOTAL,,1,"$5,186.18 ","$4,148.94 "
44139,80'S,,"4,173","$82,349.82 ","$65,537.55 "
,OTHER,,"20,012","$2,362,753.06 ","$1,877,300.62 "
,TOTAL,,"24,185","$2,445,102.88 ","$1,942,838.17 "
44140,80'S,,"11,944","$2,287,102.40 ","$1,817,110.27 "
,OTHER,,"45,643","$51,493,302.49 ","$40,894,678.19 "
,TOTAL,,"57,587","$53,780,404.89 ","$42,711,788.46 "
44141,80'S,,698,"$132,996.77 ","$105,641.72 "
,OTHER,,"3,684","$4,086,174.49 ","$3,249,452.61 "
,TOTAL,,"4,382","$4,219,171.26 ","$3,355,094.33 "
44143,80'S,,"3,654","$807,346.02 ","$643,209.01 "
,OTHER,,"17,214","$22,408,041.02 ","$17,839,173.26 "
,TOTAL,,"20,868","$23,215,387.04 ","$18,482,382.27 "
44144,80'S,,700,"$141,424.06 ","$112,742.68 "
,OTHER,,"3,371","$4,046,340.63 ","$3,224,812.54 "
,TOTAL,,"4,071","$4,187,764.69 ","$3,337,555.22 "
44145,80'S,,"5,539","$1,342,181.01 ","$1,064,958.61 "
,OTHER,,"16,316","$23,280,562.64 ","$18,455,433.63 "
,TOTAL,,"21,855","$24,622,743.65 ","$19,520,392.24 "
44146,80'S,,704,"$185,744.86 ","$147,794.75 "
,OTHER,,"2,380","$3,714,252.93 ","$2,948,231.45 "
,TOTAL,,"3,084","$3,899,997.79 ","$3,096,026.20 "
44147,80'S,,362,"$68,327.86 ","$54,361.93 "
,OTHER,,941,"$1,047,486.05 ","$832,230.87 "
,TOTAL,,"1,303","$1,115,813.91 ","$886,592.80 "
44150,80'S,,"1,304","$304,866.13 ","$241,908.32 "
,OTHER,,"5,581","$7,780,753.80 ","$6,184,313.99 "
,TOTAL,,"6,885","$8,085,619.93 ","$6,426,222.31 "
44151,80'S,,14,"$3,640.37 ","$2,912.29 "
,OTHER,,108,"$170,749.13 ","$136,540.08 "
,TOTAL,,122,"$174,389.50 ","$139,452.37 "
44152,80'S,,40,"$10,035.37 ","$7,825.23 "
,OTHER,,155,"$238,069.21 ","$186,566.11 "
,TOTAL,,195,"$248,104.58 ","$194,391.34 "
44153,80'S,,39,"$11,034.74 ","$8,648.28 "
,OTHER,,180,"$307,268.00 ","$238,532.88 "
,TOTAL,,219,"$318,302.74 ","$247,181.16 "
44155,80'S,,248,"$66,425.09 ","$52,560.44 "
,OTHER,,892,"$1,412,524.14 ","$1,117,242.53 "
,TOTAL,,"1,140","$1,478,949.23 ","$1,169,802.97 "
44156,80'S,,7,"$2,046.24 ","$1,637.00 "
,OTHER,,19,"$33,099.38 ","$26,285.51 "
,TOTAL,,26,"$35,145.62 ","$27,922.51 "
44160,80'S,,"5,762","$970,731.98 ","$771,259.84 "
,OTHER,,"24,464","$24,211,913.47 ","$19,242,677.23 "
,TOTAL,,"30,226","$25,182,645.45 ","$20,013,937.07 "
44200,80'S,,642,"$82,863.55 ","$65,725.99 "
,OTHER,,"5,105","$3,957,053.54 ","$3,120,015.97 "
,TOTAL,,"5,747","$4,039,917.09 ","$3,185,741.96 "
44201,80'S,,83,"$6,793.74 ","$5,435.03 "
,OTHER,,685,"$346,223.42 ","$275,587.99 "
,TOTAL,,768,"$353,017.16 ","$281,023.02 "
44202,80'S,,369,"$70,984.58 ","$56,036.27 "
,OTHER,,"1,537","$1,764,114.10 ","$1,401,012.87 "
,TOTAL,,"1,906","$1,835,098.68 ","$1,457,049.14 "
44203,80'S,,9,$373.05 ,$298.44 
,OTHER,,90,"$18,056.15 ","$14,444.92 "
,TOTAL,,99,"$18,429.20 ","$14,743.36 "
44204,80'S,,"2,924","$672,384.97 ","$533,435.09 "
,OTHER,,"8,733","$11,984,980.11 ","$9,499,036.60 "
,TOTAL,,"11,657","$12,657,365.08 ","$10,032,471.69 "
44205,80'S,,"1,943","$396,613.52 ","$315,962.35 "
,OTHER,,"6,593","$7,973,058.48 ","$6,330,254.33 "
,TOTAL,,"8,536","$8,369,672.00 ","$6,646,216.68 "
44206,80'S,,233,"$58,017.33 ","$45,835.66 "
,OTHER,,830,"$1,220,156.90 ","$969,554.64 "
,TOTAL,,"1,063","$1,278,174.23 ","$1,015,390.30 "
44207,80'S,,"1,323","$359,854.84 ","$285,455.94 "
,OTHER,,"3,584","$5,830,296.40 ","$4,622,181.06 "
,TOTAL,,"4,907","$6,190,151.24 ","$4,907,637.00 "
44208,80'S,,126,"$36,791.52 ","$29,433.12 "
,OTHER,,334,"$584,335.58 ","$464,372.07 "
,TOTAL,,460,"$621,127.10 ","$493,805.19 "
44210,80'S,,106,"$27,655.88 ","$21,749.32 "
,OTHER,,384,"$593,061.02 ","$468,766.28 "
,TOTAL,,490,"$620,716.90 ","$490,515.60 "
44211,80'S,,16,"$5,098.91 ","$4,055.94 "
,OTHER,,69,"$131,241.63 ","$100,792.68 "
,TOTAL,,85,"$136,340.54 ","$104,848.62 "
44212,80'S,,34,"$10,078.86 ","$8,063.10 "
,OTHER,,105,"$182,074.90 ","$145,599.41 "
,TOTAL,,139,"$192,153.76 ","$153,662.51 "
44238,80'S,,197,"$30,033.18 ","$23,887.45 "
,OTHER,,"1,101","$875,444.64 ","$696,254.38 "
,TOTAL,,"1,298","$905,477.82 ","$720,141.83 "
44239,80'S,,32,"$6,431.61 ","$5,145.28 "
,OTHER,,195,"$212,903.06 ","$170,322.40 "
,TOTAL,,227,"$219,334.67 ","$175,467.68 "
44300,80'S,,288,"$26,014.56 ","$20,802.39 "
,OTHER,,"3,394","$2,056,460.00 ","$1,636,671.56 "
,TOTAL,,"3,682","$2,082,474.56 ","$1,657,473.95 "
44310,80'S,,452,"$50,334.17 ","$40,008.49 "
,OTHER,,"2,959","$2,088,311.39 ","$1,660,663.91 "
,TOTAL,,"3,411","$2,138,645.56 ","$1,700,672.40 "
44312,SG,,8,"$2,662.14 ","$2,129.72 "
,80'S,,12,$747.60 ,$598.08 
,OTHER,,496,"$208,605.88 ","$164,265.43 "
,TOTAL,,516,"$212,015.62 ","$166,993.23 "
44314,80'S,,138,"$17,024.09 ","$13,561.80 "
,OTHER,,900,"$660,177.69 ","$520,225.09 "
,TOTAL,,"1,038","$677,201.78 ","$533,786.89 "
44316,80'S,,15,"$2,310.25 ","$1,848.18 "
,OTHER,,52,"$51,835.12 ","$41,305.79 "
,TOTAL,,67,"$54,145.37 ","$43,153.97 "
44320,80'S,,"1,072","$171,751.53 ","$136,519.74 "
,OTHER,,"7,237","$6,959,563.69 ","$5,543,638.67 "
,TOTAL,,"8,309","$7,131,315.22 ","$5,680,158.41 "
44322,80'S,,20,"$2,560.95 ","$2,048.73 "
,OTHER,,86,"$66,286.99 ","$52,649.09 "
,TOTAL,,106,"$68,847.94 ","$54,697.82 "
44340,SG,,16,"$8,139.77 ","$6,511.82 "
,80'S,,3,$176.42 ,$141.14 
,OTHER,,872,"$380,608.39 ","$302,456.12 "
,TOTAL,,891,"$388,924.58 ","$309,109.08 "
44345,80'S,,185,"$25,436.50 ","$20,349.25 "
,OTHER,,"1,130","$906,739.30 ","$722,558.66 "
,TOTAL,,"1,315","$932,175.80 ","$742,907.91 "
44346,80'S,,317,"$48,730.30 ","$38,829.74 "
,OTHER,,"1,807","$1,646,601.92 ","$1,303,572.33 "
,TOTAL,,"2,124","$1,695,332.22 ","$1,342,402.07 "
44360,SG,,520,"$202,227.81 ","$159,838.92 "
,OTHER,,"7,075","$940,227.46 ","$741,723.01 "
,TOTAL,,"7,595","$1,142,455.27 ","$901,561.93 "
44361,SG,,"2,727","$1,019,138.74 ","$805,089.91 "
,OTHER,,"13,724","$1,735,241.67 ","$1,362,292.48 "
,TOTAL,,"16,451","$2,754,380.41 ","$2,167,382.39 "
44363,SG,,15,"$6,032.61 ","$4,792.81 "
,OTHER,,155,"$24,792.49 ","$19,806.80 "
,TOTAL,,170,"$30,825.10 ","$24,599.61 "
44364,SG,,40,"$14,830.02 ","$11,525.12 "
,OTHER,,293,"$51,423.82 ","$40,466.46 "
,TOTAL,,333,"$66,253.84 ","$51,991.58 "
44365,SG,,33,"$13,560.82 ","$10,760.66 "
,OTHER,,211,"$32,931.14 ","$25,841.16 "
,TOTAL,,244,"$46,491.96 ","$36,601.82 "
44366,SG,,186,"$76,076.49 ","$60,507.82 "
,OTHER,,"2,729","$647,950.59 ","$513,260.53 "
,TOTAL,,"2,915","$724,027.08 ","$573,768.35 "
44369,SG,,67,"$26,677.94 ","$20,971.00 "
,OTHER,,915,"$214,519.91 ","$169,955.65 "
,TOTAL,,982,"$241,197.85 ","$190,926.65 "
44370,OTHER,,65,"$17,354.91 ","$13,721.44 "
,TOTAL,,65,"$17,354.91 ","$13,721.44 "
44372,SG,,6,"$2,365.31 ","$1,804.25 "
,OTHER,,"1,761","$418,376.94 ","$331,603.03 "
,TOTAL,,"1,767","$420,742.25 ","$333,407.28 "
44373,SG,,18,"$6,869.61 ","$5,495.69 "
,OTHER,,"2,345","$357,246.30 ","$283,966.78 "
,TOTAL,,"2,363","$364,115.91 ","$289,462.47 "
44376,SG,,39,"$15,744.99 ","$12,176.67 "
,80'S,,2,$65.79 ,$52.63 
,OTHER,,"2,137","$588,322.93 ","$465,444.44 "
,TOTAL,,"2,178","$604,133.71 ","$477,673.74 "
44377,SG,,32,"$12,943.82 ","$10,211.51 "
,OTHER,,"1,450","$413,264.02 ","$326,698.26 "
,TOTAL,,"1,482","$426,207.84 ","$336,909.77 "
44378,SG,,3,"$1,292.44 ","$1,033.95 "
,OTHER,,496,"$196,575.94 ","$155,638.32 "
,TOTAL,,499,"$197,868.38 ","$156,672.27 "
44379,SG,,1,"$1,245.54 ",$996.43 
,OTHER,,28,"$11,691.33 ","$9,353.07 "
,TOTAL,,29,"$12,936.87 ","$10,349.50 "
44380,SG,,175,"$47,478.62 ","$36,797.81 "
,OTHER,,"1,847","$86,844.20 ","$67,442.56 "
,TOTAL,,"2,022","$134,322.82 ","$104,240.37 "
44382,SG,,78,"$21,675.12 ","$15,898.04 "
,OTHER,,"1,198","$78,913.87 ","$61,212.94 "
,TOTAL,,"1,276","$100,588.99 ","$77,110.98 "
44383,SG,,8,"$10,297.59 ","$8,238.06 "
,OTHER,,238,"$36,459.90 ","$28,639.17 "
,TOTAL,,246,"$46,757.49 ","$36,877.23 "
44385,SG,,64,"$19,670.40 ","$15,648.35 "
,OTHER,,776,"$98,361.49 ","$74,286.83 "
,TOTAL,,840,"$118,031.89 ","$89,935.18 "
44386,SG,,38,"$10,612.39 ","$8,302.14 "
,OTHER,,449,"$76,118.68 ","$59,264.76 "
,TOTAL,,487,"$86,731.07 ","$67,566.90 "
44388,SG,,"1,292","$400,795.95 ","$316,476.24 "
,OTHER,,"5,405","$828,969.90 ","$647,709.77 "
,TOTAL,,"6,697","$1,229,765.85 ","$964,186.01 "
44389,SG,,416,"$121,887.21 ","$96,048.54 "
,OTHER,,"1,718","$281,295.70 ","$221,492.00 "
,TOTAL,,"2,134","$403,182.91 ","$317,540.54 "
44390,SG,,1,$332.86 ,$266.29 
,OTHER,,18,"$3,390.58 ","$2,691.34 "
,TOTAL,,19,"$3,723.44 ","$2,957.63 "
44391,SG,,8,"$1,941.96 ","$1,553.56 "
,OTHER,,169,"$39,156.37 ","$30,778.51 "
,TOTAL,,177,"$41,098.33 ","$32,332.07 "
44392,SG,,178,"$52,361.27 ","$41,698.72 "
,OTHER,,843,"$167,757.85 ","$131,286.74 "
,TOTAL,,"1,021","$220,119.12 ","$172,985.46 "
44393,SG,,55,"$16,559.04 ","$12,616.70 "
,OTHER,,217,"$56,292.42 ","$44,245.17 "
,TOTAL,,272,"$72,851.46 ","$56,861.87 "
44394,SG,,353,"$108,879.10 ","$85,892.90 "
,OTHER,,"1,092","$269,601.41 ","$211,088.04 "
,TOTAL,,"1,445","$378,480.51 ","$296,980.94 "
44397,OTHER,,14,"$3,642.83 ","$2,914.28 "
,TOTAL,,14,"$3,642.83 ","$2,914.28 "
44500,80'S,,2,$6.69 ,$5.35 
,OTHER,,"16,105","$404,623.45 ","$320,616.99 "
,TOTAL,,"16,107","$404,630.14 ","$320,622.34 "
44602,80'S,,850,"$99,793.94 ","$79,263.78 "
,OTHER,,"5,087","$3,684,689.27 ","$2,929,254.60 "
,TOTAL,,"5,937","$3,784,483.21 ","$3,008,518.38 "
44603,80'S,,316,"$47,306.70 ","$37,388.40 "
,OTHER,,"1,666","$1,448,704.43 ","$1,148,105.77 "
,TOTAL,,"1,982","$1,496,011.13 ","$1,185,494.17 "
44604,80'S,,357,"$42,643.86 ","$33,993.08 "
,OTHER,,"2,422","$1,807,050.85 ","$1,434,481.49 "
,TOTAL,,"2,779","$1,849,694.71 ","$1,468,474.57 "
44605,80'S,,74,"$11,913.01 ","$9,461.88 "
,OTHER,,370,"$367,258.01 ","$292,912.24 "
,TOTAL,,444,"$379,171.02 ","$302,374.12 "
44615,80'S,,133,"$16,769.10 ","$13,366.71 "
,OTHER,,720,"$535,883.68 ","$425,552.97 "
,TOTAL,,853,"$552,652.78 ","$438,919.68 "
44620,80'S,,496,"$49,875.38 ","$39,855.28 "
,OTHER,,"2,924","$1,775,704.50 ","$1,405,011.81 "
,TOTAL,,"3,420","$1,825,579.88 ","$1,444,867.09 "
44625,80'S,,768,"$102,023.91 ","$80,493.19 "
,OTHER,,"3,609","$2,864,275.11 ","$2,267,649.16 "
,TOTAL,,"4,377","$2,966,299.02 ","$2,348,142.35 "
44626,80'S,,"1,646","$379,778.31 ","$300,698.12 "
,OTHER,,"5,176","$6,995,143.24 ","$5,545,835.12 "
,TOTAL,,"6,822","$7,374,921.55 ","$5,846,533.24 "
44640,80'S,,196,"$35,339.14 ","$28,142.81 "
,OTHER,,"1,237","$1,339,709.03 ","$1,063,625.56 "
,TOTAL,,"1,433","$1,375,048.17 ","$1,091,768.37 "
44650,80'S,,63,"$11,112.61 ","$8,874.89 "
,OTHER,,368,"$388,680.13 ","$308,788.78 "
,TOTAL,,431,"$399,792.74 ","$317,663.67 "
44660,80'S,,64,"$9,308.89 ","$7,291.03 "
,OTHER,,311,"$289,251.60 ","$230,438.76 "
,TOTAL,,375,"$298,560.49 ","$237,729.79 "
44661,80'S,,221,"$46,500.59 ","$36,921.19 "
,OTHER,,819,"$995,955.49 ","$790,519.31 "
,TOTAL,,"1,040","$1,042,456.08 ","$827,440.50 "
44680,80'S,,11,"$1,240.96 ",$992.77 
,OTHER,,99,"$68,896.28 ","$54,426.43 "
,TOTAL,,110,"$70,137.24 ","$55,419.20 "
44700,80'S,,149,"$12,415.18 ","$9,932.21 "
,OTHER,,495,"$262,633.56 ","$208,744.53 "
,TOTAL,,644,"$275,048.74 ","$218,676.74 "
44701,80'S,,37,"$1,032.07 ",$825.67 
,OTHER,,230,"$38,659.53 ","$30,838.46 "
,TOTAL,,267,"$39,691.60 ","$31,664.13 "
44715,80'S,,1,$28.00 ,$22.40 
,OTHER,,5,"$1,481.41 ","$1,185.13 "
,TOTAL,,6,"$1,509.41 ","$1,207.53 "
44720,OTHER,,2,$314.19 ,$118.65 
,TOTAL,,2,$314.19 ,$118.65 
44721,OTHER,,1,$55.00 ,$44.00 
,TOTAL,,1,$55.00 ,$44.00 
44799,80'S,,47,"$7,125.05 ","$5,700.06 "
,OTHER,,"1,203","$365,222.21 ","$291,740.56 "
,TOTAL,,"1,250","$372,347.26 ","$297,440.62 "
44800,80'S,,195,"$12,912.83 ","$10,325.87 "
,OTHER,,919,"$383,156.98 ","$304,847.85 "
,TOTAL,,"1,114","$396,069.81 ","$315,173.72 "
44820,80'S,,35,"$3,667.01 ","$2,933.62 "
,OTHER,,141,"$88,537.41 ","$70,731.82 "
,TOTAL,,176,"$92,204.42 ","$73,665.44 "
44850,80'S,,18,"$1,312.80 ","$1,050.21 "
,OTHER,,96,"$46,394.40 ","$36,159.79 "
,TOTAL,,114,"$47,707.20 ","$37,210.00 "
44899,80'S,,3,$284.28 ,$227.42 
,OTHER,,26,"$14,088.48 ","$10,797.36 "
,TOTAL,,29,"$14,372.76 ","$11,024.78 "
44900,80'S,,22,"$1,410.53 ","$1,128.42 "
,OTHER,,237,"$104,635.77 ","$82,814.18 "
,TOTAL,,259,"$106,046.30 ","$83,942.60 "
44901,OTHER,,170,"$30,169.30 ","$23,900.27 "
,TOTAL,,170,"$30,169.30 ","$23,900.27 "
44950,80'S,,407,"$38,072.56 ","$29,433.00 "
,OTHER,,"6,391","$3,642,637.64 ","$2,869,405.55 "
,TOTAL,,"6,798","$3,680,710.20 ","$2,898,838.55 "
44955,80'S,,734,"$9,957.24 ","$7,928.86 "
,OTHER,,"4,874","$399,366.93 ","$317,417.60 "
,TOTAL,,"5,608","$409,324.17 ","$325,346.46 "
44960,80'S,,413,"$47,009.37 ","$37,371.21 "
,OTHER,,"5,026","$3,471,650.29 ","$2,747,481.88 "
,TOTAL,,"5,439","$3,518,659.66 ","$2,784,853.09 "
44970,80'S,,471,"$36,757.88 ","$28,926.30 "
,OTHER,,"11,052","$5,413,855.74 ","$4,267,400.37 "
,TOTAL,,"11,523","$5,450,613.62 ","$4,296,326.67 "
44979,80'S,,2,$165.48 ,$132.39 
,OTHER,,57,"$33,193.25 ","$26,554.61 "
,TOTAL,,59,"$33,358.73 ","$26,687.00 "
45000,SG,,1,$319.46 ,$255.57 
,OTHER,,237,"$62,707.09 ","$49,477.69 "
,TOTAL,,238,"$63,026.55 ","$49,733.26 "
45005,SG,,10,"$3,555.30 ","$2,844.23 "
,OTHER,,408,"$64,092.92 ","$48,952.00 "
,TOTAL,,418,"$67,648.22 ","$51,796.23 "
45020,SG,,6,"$2,491.37 ","$1,905.09 "
,OTHER,,519,"$152,577.86 ","$120,735.93 "
,TOTAL,,525,"$155,069.23 ","$122,641.02 "
45100,SG,,123,"$34,094.21 ","$26,599.80 "
,OTHER,,"1,401","$303,964.78 ","$239,501.50 "
,TOTAL,,"1,524","$338,058.99 ","$266,101.30 "
45108,SG,,10,"$3,987.94 ","$3,190.35 "
,OTHER,,72,"$19,726.49 ","$15,722.09 "
,TOTAL,,82,"$23,714.43 ","$18,912.44 "
45110,80'S,,"1,327","$348,092.13 ","$276,789.01 "
,OTHER,,"3,533","$5,434,188.81 ","$4,312,618.00 "
,TOTAL,,"4,860","$5,782,280.94 ","$4,589,407.01 "
45111,80'S,,152,"$20,636.60 ","$16,509.24 "
,OTHER,,530,"$418,986.38 ","$332,884.09 "
,TOTAL,,682,"$439,622.98 ","$349,393.33 "
45112,80'S,,86,"$23,775.48 ","$18,799.96 "
,OTHER,,323,"$538,553.64 ","$428,967.85 "
,TOTAL,,409,"$562,329.12 ","$447,767.81 "
45113,80'S,,20,"$5,599.47 ","$4,479.57 "
,OTHER,,98,"$160,608.08 ","$127,139.05 "
,TOTAL,,118,"$166,207.55 ","$131,618.62 "
45114,80'S,,23,"$5,673.34 ","$4,538.68 "
,OTHER,,69,"$100,708.95 ","$80,479.16 "
,TOTAL,,92,"$106,382.29 ","$85,017.84 "
45116,80'S,,9,"$2,281.43 ","$1,825.13 "
,OTHER,,24,"$32,397.45 ","$25,917.96 "
,TOTAL,,33,"$34,678.88 ","$27,743.09 "
45119,80'S,,98,"$27,419.00 ","$21,670.59 "
,OTHER,,383,"$637,962.21 ","$503,653.55 "
,TOTAL,,481,"$665,381.21 ","$525,324.14 "
45120,80'S,,5,"$1,115.07 ",$892.05 
,OTHER,,11,"$13,142.71 ","$10,514.17 "
,TOTAL,,16,"$14,257.78 ","$11,406.22 "
45121,80'S,,3,$769.32 ,$615.46 
,OTHER,,22,"$33,948.25 ","$25,797.10 "
,TOTAL,,25,"$34,717.57 ","$26,412.56 "
45123,80'S,,70,"$10,392.57 ","$8,314.05 "
,OTHER,,452,"$406,604.19 ","$322,896.41 "
,TOTAL,,522,"$416,996.76 ","$331,210.46 "
45126,80'S,,19,"$7,928.74 ","$5,979.01 "
,OTHER,,91,"$197,275.39 ","$157,732.30 "
,TOTAL,,110,"$205,204.13 ","$163,711.31 "
45130,80'S,,319,"$48,481.72 ","$38,697.26 "
,OTHER,,"2,050","$1,892,050.00 ","$1,504,558.74 "
,TOTAL,,"2,369","$1,940,531.72 ","$1,543,256.00 "
45135,80'S,,13,"$2,292.77 ","$1,834.23 "
,OTHER,,39,"$38,529.96 ","$30,775.43 "
,TOTAL,,52,"$40,822.73 ","$32,609.66 "
45136,80'S,,7,"$1,822.77 ","$1,458.21 "
,OTHER,,38,"$53,451.90 ","$42,761.52 "
,TOTAL,,45,"$55,274.67 ","$44,219.73 "
45150,SG,,3,"$1,326.37 ","$1,061.10 "
,OTHER,,73,"$22,069.56 ","$17,567.65 "
,TOTAL,,76,"$23,395.93 ","$18,628.75 "
45160,SG,,9,"$3,999.54 ","$3,199.63 "
,80'S,,12,"$1,681.60 ","$1,345.27 "
,OTHER,,156,"$122,698.89 ","$96,201.05 "
,TOTAL,,177,"$128,380.03 ","$100,745.95 "
45170,SG,,438,"$184,081.55 ","$144,957.48 "
,80'S,,343,"$35,035.07 ","$27,672.08 "
,OTHER,,"7,350","$4,773,424.24 ","$3,780,498.98 "
,TOTAL,,"8,131","$4,992,540.86 ","$3,953,128.54 "
45190,SG,,45,"$62,237.52 ","$49,153.83 "
,80'S,,11,$927.26 ,$741.81 
,OTHER,,466,"$265,549.70 ","$210,970.68 "
,TOTAL,,522,"$328,714.48 ","$260,866.32 "
45300,OTHER,,"53,397","$3,420,608.50 ","$2,574,117.22 "
,TOTAL,,"53,397","$3,420,608.50 ","$2,574,117.22 "
45303,OTHER,,703,"$212,554.72 ","$167,470.32 "
,TOTAL,,703,"$212,554.72 ","$167,470.32 "
45305,SG,,83,"$23,556.05 ","$18,389.98 "
,OTHER,,"2,017","$189,026.69 ","$145,775.67 "
,TOTAL,,"2,100","$212,582.74 ","$164,165.65 "
45307,SG,,2,$354.02 ,$283.22 
,OTHER,,123,"$10,122.59 ","$7,604.13 "
,TOTAL,,125,"$10,476.61 ","$7,887.35 "
45308,SG,,23,"$7,076.67 ","$5,613.14 "
,OTHER,,222,"$15,007.83 ","$10,949.92 "
,TOTAL,,245,"$22,084.50 ","$16,563.06 "
45309,SG,,16,"$4,823.52 ","$3,849.23 "
,OTHER,,201,"$24,381.06 ","$19,108.25 "
,TOTAL,,217,"$29,204.58 ","$22,957.48 "
45315,SG,,3,$842.65 ,$674.12 
,OTHER,,106,"$7,796.87 ","$5,980.51 "
,TOTAL,,109,"$8,639.52 ","$6,654.63 "
45317,SG,,17,"$5,493.28 ","$4,306.61 "
,OTHER,,782,"$96,647.46 ","$75,157.25 "
,TOTAL,,799,"$102,140.74 ","$79,463.86 "
45320,SG,,17,"$5,222.19 ","$3,936.58 "
,OTHER,,155,"$17,379.45 ","$13,493.24 "
,TOTAL,,172,"$22,601.64 ","$17,429.82 "
45321,OTHER,,289,"$19,194.83 ","$15,056.78 "
,TOTAL,,289,"$19,194.83 ","$15,056.78 "
45327,OTHER,,32,"$3,030.21 ","$2,424.17 "
,TOTAL,,32,"$3,030.21 ","$2,424.17 "
45330,OTHER,,"106,544","$9,203,960.51 ","$6,933,536.58 "
,TOTAL,,"106,544","$9,203,960.51 ","$6,933,536.58 "
45331,SG,,"5,422","$1,645,353.80 ","$1,290,320.74 "
,OTHER,,"38,319","$3,087,508.55 ","$2,373,786.88 "
,TOTAL,,"43,741","$4,732,862.35 ","$3,664,107.62 "
45332,SG,,14,"$4,207.64 ","$3,340.44 "
,OTHER,,260,"$27,742.76 ","$21,392.58 "
,TOTAL,,274,"$31,950.40 ","$24,733.02 "
45333,SG,,555,"$170,780.52 ","$134,374.58 "
,OTHER,,"3,566","$417,474.15 ","$320,020.53 "
,TOTAL,,"4,121","$588,254.67 ","$454,395.11 "
45334,SG,,396,"$124,606.48 ","$98,616.47 "
,OTHER,,"4,129","$626,682.37 ","$487,753.12 "
,TOTAL,,"4,525","$751,288.85 ","$586,369.59 "
45335,SG,,283,"$79,705.96 ","$63,166.59 "
,OTHER,,"1,575","$113,253.51 ","$88,328.51 "
,TOTAL,,"1,858","$192,959.47 ","$151,495.10 "
45337,SG,,2,$646.02 ,$516.82 
,OTHER,,890,"$116,609.35 ","$92,062.70 "
,TOTAL,,892,"$117,255.37 ","$92,579.52 "
45338,SG,,"1,070","$333,677.38 ","$261,595.28 "
