Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 56405 - 58999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,TOTAL,,59,"$13,718","$10,612"
58805,80'S,,17,$818,$654
,OTHER,,87,"$24,973","$19,701"
,TOTAL,,104,"$25,791","$20,355"
58820,80'S,,2,$68,$54
,OTHER,,13,"$3,085","$2,468"
,TOTAL,,15,"$3,153","$2,522"
58822,80'S,,11,$760,$608
,OTHER,,30,"$12,665","$10,052"
,TOTAL,,41,"$13,425","$10,660"
58823,80'S,,10,$221,$176
,OTHER,,519,"$109,938","$87,354"
,TOTAL,,529,"$110,159","$87,530"
58825,80'S,,1,$69,$55
,OTHER,,5,"$1,152",$921
,TOTAL,,6,"$1,220",$976
58900,80'S,,15,$734,$587
,OTHER,,69,"$19,143","$15,314"
,TOTAL,,84,"$19,877","$15,902"
58920,80'S,,19,"$1,125",$900
,OTHER,,44,"$13,968","$11,095"
,TOTAL,,63,"$15,093","$11,995"
58925,80'S,,258,"$22,079","$17,488"
,OTHER,,778,"$394,027","$312,422"
,TOTAL,,"1,036","$416,106","$329,910"
58940,80'S,,"1,114","$62,326","$49,080"
,OTHER,,"3,641","$1,219,380","$969,065"
,TOTAL,,"4,755","$1,281,706","$1,018,146"
58943,80'S,,189,"$30,884","$24,612"
,OTHER,,570,"$572,941","$457,481"
,TOTAL,,759,"$603,825","$482,092"
58950,80'S,,251,"$35,041","$28,032"
,OTHER,,911,"$776,629","$617,853"
,TOTAL,,"1,162","$811,670","$645,886"
58951,80'S,,292,"$64,084","$51,075"
,OTHER,,"1,174","$1,564,955","$1,243,836"
,TOTAL,,"1,466","$1,629,038","$1,294,911"
58952,80'S,,551,"$130,254","$103,825"
,OTHER,,"2,430","$3,574,886","$2,851,321"
,TOTAL,,"2,981","$3,705,140","$2,955,145"
58960,80'S,,255,"$36,297","$28,570"
,OTHER,,857,"$745,403","$593,139"
,TOTAL,,"1,112","$781,700","$621,709"
58970,OTHER,,3,$702,$561
,TOTAL,,3,$702,$561
58999,80'S,,46,"$7,784","$6,228"
,OTHER,,509,"$223,535","$178,479"
,TOTAL,,555,"$231,320","$184,707"
